date,value,source,notes
2016-08,149,goat_api_v2,
2016-09,158,goat_api_v2,
2016-10,165,goat_api_v2,
2016-11,174,goat_api_v2,
2016-12,182,goat_api_v2,
2017-01,258,goat_api_v2,
2017-02,261,goat_api_v2,
2017-03,263,goat_api_v2,
2017-04,264,goat_api_v2,
2017-05,266,goat_api_v2,
2017-06,275,goat_api_v2,
2017-07,277,goat_api_v2,
2017-08,277,goat_api_v2,
2017-09,279,goat_api_v2,
2017-10,285,goat_api_v2,
2017-11,287,goat_api_v2,
2017-12,291,goat_api_v2,
2018-01,292,goat_api_v2,
2018-02,296,goat_api_v2,
2018-03,301,goat_api_v2,
2018-04,305,goat_api_v2,
2018-05,308,goat_api_v2,
2018-06,310,goat_api_v2,
2018-07,311,goat_api_v2,
2018-08,314,goat_api_v2,
2018-09,324,goat_api_v2,
2018-10,332,goat_api_v2,
2018-11,335,goat_api_v2,
2018-12,338,goat_api_v2,
2019-01,351,goat_api_v2,
2019-02,357,goat_api_v2,
2019-03,364,goat_api_v2,
2019-04,372,goat_api_v2,
2019-05,378,goat_api_v2,
2019-06,384,goat_api_v2,
2019-07,400,goat_api_v2,
2019-08,416,goat_api_v2,
2019-09,427,goat_api_v2,
2019-10,436,goat_api_v2,
2019-11,453,goat_api_v2,
2019-12,480,goat_api_v2,
2020-01,489,goat_api_v2,
2020-02,503,goat_api_v2,
2020-03,522,goat_api_v2,
2020-04,541,goat_api_v2,
2020-05,549,goat_api_v2,
2020-06,566,goat_api_v2,
2020-07,587,goat_api_v2,
2020-08,618,goat_api_v2,
2020-09,642,goat_api_v2,
2020-10,674,goat_api_v2,
2020-11,693,goat_api_v2,
2020-12,719,goat_api_v2,
2021-01,754,goat_api_v2,
2021-02,782,goat_api_v2,
2021-03,836,goat_api_v2,
2021-04,890,goat_api_v2,
2021-05,929,goat_api_v2,
2021-06,963,goat_api_v2,
2021-07,1015,goat_api_v2,
2021-08,1050,goat_api_v2,
2021-09,1085,goat_api_v2,
2021-10,1137,goat_api_v2,
2021-11,1184,goat_api_v2,
2021-12,1204,goat_api_v2,
2022-01,1234,goat_api_v2,
2022-02,1309,goat_api_v2,
2022-03,1386,goat_api_v2,
2022-04,1417,goat_api_v2,
2022-05,1463,goat_api_v2,
2022-06,1542,goat_api_v2,
2022-07,1583,goat_api_v2,
2022-08,1620,goat_api_v2,
2022-09,1710,goat_api_v2,
2022-10,1810,goat_api_v2,
2022-11,1854,goat_api_v2,
2022-12,1974,goat_api_v2,
2023-01,2051,goat_api_v2,
2023-02,2153,goat_api_v2,
2023-03,2232,goat_api_v2,
2023-04,2382,goat_api_v2,
2023-05,2494,goat_api_v2,
2023-06,2556,goat_api_v2,
2023-07,2691,goat_api_v2,
2023-08,2800,goat_api_v2,
2023-09,2880,goat_api_v2,
2023-10,2969,goat_api_v2,
2023-11,3046,goat_api_v2,
