date,value,source,notes
2022-09,158,clinicaltrials_gov_v2,
2022-10,156,clinicaltrials_gov_v2,
2022-11,130,clinicaltrials_gov_v2,
2022-12,166,clinicaltrials_gov_v2,
2023-01,183,clinicaltrials_gov_v2,
2023-02,176,clinicaltrials_gov_v2,
2023-03,201,clinicaltrials_gov_v2,
2023-04,169,clinicaltrials_gov_v2,
2023-05,194,clinicaltrials_gov_v2,
2023-06,165,clinicaltrials_gov_v2,
2023-07,160,clinicaltrials_gov_v2,
2023-08,216,clinicaltrials_gov_v2,
2023-09,155,clinicaltrials_gov_v2,
2023-10,209,clinicaltrials_gov_v2,
2023-11,170,clinicaltrials_gov_v2,
2023-12,142,clinicaltrials_gov_v2,
2024-01,195,clinicaltrials_gov_v2,
2024-02,235,clinicaltrials_gov_v2,
2024-03,270,clinicaltrials_gov_v2,
2024-04,249,clinicaltrials_gov_v2,
2024-05,184,clinicaltrials_gov_v2,
2024-06,168,clinicaltrials_gov_v2,
2024-07,204,clinicaltrials_gov_v2,
2024-08,214,clinicaltrials_gov_v2,
2024-09,154,clinicaltrials_gov_v2,
2024-10,248,clinicaltrials_gov_v2,
2024-11,166,clinicaltrials_gov_v2,
2024-12,167,clinicaltrials_gov_v2,
2025-01,206,clinicaltrials_gov_v2,
2025-02,192,clinicaltrials_gov_v2,
2025-03,214,clinicaltrials_gov_v2,
2025-04,208,clinicaltrials_gov_v2,
2025-05,189,clinicaltrials_gov_v2,
2025-06,158,clinicaltrials_gov_v2,
2025-07,219,clinicaltrials_gov_v2,
2025-08,204,clinicaltrials_gov_v2,
2025-09,204,clinicaltrials_gov_v2,
2025-10,102,clinicaltrials_gov_v2,
2025-11,132,clinicaltrials_gov_v2,
2025-12,230,clinicaltrials_gov_v2,
2026-01,293,clinicaltrials_gov_v2,
2026-02,256,clinicaltrials_gov_v2,
2026-03,268,clinicaltrials_gov_v2,
2026-04,216,clinicaltrials_gov_v2,
2026-05,198,clinicaltrials_gov_v2,
2026-06,228,clinicaltrials_gov_v2,
2026-07,278,clinicaltrials_gov_v2,
2026-08,190,clinicaltrials_gov_v2,
2026-09,11,clinicaltrials_gov_v2,
