date,value,source,notes
2016-02,3,clinicaltrials_gov_v2,
2016-03,6,clinicaltrials_gov_v2,
2016-04,2,clinicaltrials_gov_v2,
2016-05,3,clinicaltrials_gov_v2,
2016-06,4,clinicaltrials_gov_v2,
2016-07,3,clinicaltrials_gov_v2,
2016-08,3,clinicaltrials_gov_v2,
2016-09,3,clinicaltrials_gov_v2,
2016-10,5,clinicaltrials_gov_v2,
2016-11,4,clinicaltrials_gov_v2,
2016-12,9,clinicaltrials_gov_v2,
2017-01,2,clinicaltrials_gov_v2,
2017-02,8,clinicaltrials_gov_v2,
2017-03,4,clinicaltrials_gov_v2,
2017-04,2,clinicaltrials_gov_v2,
2017-05,6,clinicaltrials_gov_v2,
2017-06,5,clinicaltrials_gov_v2,
2017-07,7,clinicaltrials_gov_v2,
2017-08,5,clinicaltrials_gov_v2,
2017-09,11,clinicaltrials_gov_v2,
2017-10,11,clinicaltrials_gov_v2,
2017-11,8,clinicaltrials_gov_v2,
2017-12,11,clinicaltrials_gov_v2,
2018-01,7,clinicaltrials_gov_v2,
2018-02,4,clinicaltrials_gov_v2,
2018-03,6,clinicaltrials_gov_v2,
2018-04,8,clinicaltrials_gov_v2,
2018-05,9,clinicaltrials_gov_v2,
2018-06,4,clinicaltrials_gov_v2,
2018-07,15,clinicaltrials_gov_v2,
2018-08,10,clinicaltrials_gov_v2,
2018-09,3,clinicaltrials_gov_v2,
2018-10,6,clinicaltrials_gov_v2,
2018-11,8,clinicaltrials_gov_v2,
2018-12,6,clinicaltrials_gov_v2,
2019-01,6,clinicaltrials_gov_v2,
2019-02,4,clinicaltrials_gov_v2,
2019-03,6,clinicaltrials_gov_v2,
2019-04,2,clinicaltrials_gov_v2,
2019-05,6,clinicaltrials_gov_v2,
2019-06,2,clinicaltrials_gov_v2,
2019-07,1,clinicaltrials_gov_v2,
2019-08,8,clinicaltrials_gov_v2,
2019-09,11,clinicaltrials_gov_v2,
2019-10,13,clinicaltrials_gov_v2,
2019-11,9,clinicaltrials_gov_v2,
2019-12,3,clinicaltrials_gov_v2,
2020-01,3,clinicaltrials_gov_v2,
2020-02,9,clinicaltrials_gov_v2,
2020-03,6,clinicaltrials_gov_v2,
2020-04,6,clinicaltrials_gov_v2,
2020-05,7,clinicaltrials_gov_v2,
2020-06,10,clinicaltrials_gov_v2,
2020-07,6,clinicaltrials_gov_v2,
2020-08,8,clinicaltrials_gov_v2,
2020-09,6,clinicaltrials_gov_v2,
2020-10,6,clinicaltrials_gov_v2,
2020-11,9,clinicaltrials_gov_v2,
2020-12,11,clinicaltrials_gov_v2,
2021-01,6,clinicaltrials_gov_v2,
2021-02,5,clinicaltrials_gov_v2,
2021-03,10,clinicaltrials_gov_v2,
2021-04,8,clinicaltrials_gov_v2,
2021-05,5,clinicaltrials_gov_v2,
2021-06,7,clinicaltrials_gov_v2,
2021-07,1,clinicaltrials_gov_v2,
2021-08,7,clinicaltrials_gov_v2,
2021-09,6,clinicaltrials_gov_v2,
2021-10,7,clinicaltrials_gov_v2,
2021-11,4,clinicaltrials_gov_v2,
2021-12,9,clinicaltrials_gov_v2,
2022-01,5,clinicaltrials_gov_v2,
2022-02,11,clinicaltrials_gov_v2,
2022-03,5,clinicaltrials_gov_v2,
2022-04,6,clinicaltrials_gov_v2,
2022-05,3,clinicaltrials_gov_v2,
2022-06,6,clinicaltrials_gov_v2,
2022-07,8,clinicaltrials_gov_v2,
2022-08,5,clinicaltrials_gov_v2,
2022-09,6,clinicaltrials_gov_v2,
2022-10,6,clinicaltrials_gov_v2,
2022-11,8,clinicaltrials_gov_v2,
2022-12,7,clinicaltrials_gov_v2,
2023-01,10,clinicaltrials_gov_v2,
2023-02,7,clinicaltrials_gov_v2,
2023-03,12,clinicaltrials_gov_v2,
2023-04,8,clinicaltrials_gov_v2,
2023-05,10,clinicaltrials_gov_v2,
2023-06,13,clinicaltrials_gov_v2,
2023-07,4,clinicaltrials_gov_v2,
2023-08,8,clinicaltrials_gov_v2,
2023-09,6,clinicaltrials_gov_v2,
2023-10,17,clinicaltrials_gov_v2,
2023-11,11,clinicaltrials_gov_v2,
2023-12,7,clinicaltrials_gov_v2,
2024-01,13,clinicaltrials_gov_v2,
2024-02,15,clinicaltrials_gov_v2,
2024-03,16,clinicaltrials_gov_v2,
2024-04,9,clinicaltrials_gov_v2,
2024-05,6,clinicaltrials_gov_v2,
2024-06,9,clinicaltrials_gov_v2,
2024-07,15,clinicaltrials_gov_v2,
2024-08,7,clinicaltrials_gov_v2,
2024-09,8,clinicaltrials_gov_v2,
2024-10,17,clinicaltrials_gov_v2,
2024-11,8,clinicaltrials_gov_v2,
2024-12,9,clinicaltrials_gov_v2,
